Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
-1950,,,,,Kulbhushan,Cuckoo,Indubala,Vikram Kapoor
-1978,135 min,"Action, Drama",6,25,Ashok V. Bhushan,Rajendra Kumar,Shashi Kapoor,Rakesh Roshan
-1992,,Drama,,,Rajendra Bhatia,Arun Bali,,
-2020,114 min,"Comedy, Horror",,,Amrit Raj Thakur,Dev Vart Singh,Arya Chaturvedi,Muskaan Sinha
-1996,,Action,,,,,,
-1946,,,,,,,,
-1960,,,,,A. Bhimsingh,Padmini,Shivaji Ganesan,Rajasulochana
-1993,149 min,"Drama, Romance",6,448,Deepak Sareen,Jackie Shroff,Juhi Chawla,Amrita Singh
-1977,150 min,Drama,6.8,94,K. Balachander,Mumtaz,Rajesh Khanna,A.K. Hangal
-1944,,"Drama, Romance",3.2,5,S.M. Yusuf,Husn Banu,Sulochana Chatterjee,Gope
-2019,60 min,Horror,,,Raja Bhargav,Komal Bharti,Urmila Chandolia,Ankit Jha
-2004,123 min,"Drama, Romance",,,Sandeep Kumar,Akansha,Rakhi Bajaj,Amit Dhamija
-1987,116 min,Drama,5.5,281,Mahesh Bhatt,Raj Babbar,Smita Patil,Raj Kiran
-1947,,"Comedy, Sci-Fi",4.1,8,Khwaja Ahmad Abbas,Nayantara,Shyam,Rashid Ahmed
-1963,144 min,"Drama, Romance",5.6,52,Vasant Joglekar,Ashok Kumar,Sunil Dutt,Nanda
-2004,,Romance,,,Vikram Naaru,Arun Bakshi,Bharat Kapoor,Shakti Kapoor
-1935,,,6,5,Nagendra Majumdar,,,
-2003,46 min,Action,3.1,15,Amit Chandra Sahay,Sudesh Berry,Priyanka Upendra,Aman Jalali
-1990,164 min,"Action, Crime, Drama",4.7,586,K.C. Bokadia,Amitabh Bachchan,Jaya Prada,Radhika Sarathkumar
-1985,153 min,"Action, Drama",5.1,40,K. Bapaiah,Jackie Shroff,Padmini Kolhapure,Nirupa Roy
-1948,,,,,Balwant Joshi,Zohra,,
-1993,,Action,5.6,29,Kodanda Rami Reddy A.,Bhanupriya,Chiranjeevi,Radha
-1992,147 min,"Action, Thriller",5.3,144,Ravi Raja Pinisetty,Chiranjeevi,Meenakshi Sheshadri,Raj Babbar
-2001,,"Action, Thriller",4.7,23,Kanti Shah,Dharmendra,Mohan Joshi,Shakti Kapoor
-1992,,Action,,,Ravi Raja Pinisetty,Chiranjeevi,Radha,Vijayshanti
-2006,,Action,6,46,Mahesh Anand,Tanikella Bharani,Gulshan Grover,Milind Gunaji
-1940,,,,,Jayant Desai,Rose,Prithviraj Kapoor,Ishwarlal
-1991,,Thriller,,,Rajni Bala,Jainendra,Jamuna,Neela
-2004,,Action,,,Jayasudha,Nassar,Soundarya,Vijayakanth
-2006,,Action,5.7,17,Arjun Sarja,Jagapathi Babu,Gajala,Vija Kumar
-1976,170 min,"Action, Romance",3.5,23,Kundan Kumar,Randhir Kapoor,Rekha,Ranjeet
-1995,,Action,,,Sahil Surti,Rakesh Bedi,Brahmachari,Jamuna
-2000,,"Action, Crime, Thriller",5.8,8,Pratap Barot,Ishrat Ali,Vikas Anand,Raj Babbar
-1992,,Action,,,Satya Murthy G.,Nagendra,Disco Shanti,
-2000,128 min,"Action, Crime",4.3,31,Kasam Ali,Mithun Chakraborty,Gajendra Chauhan,Siddharth Dhawan
-1995,,Action,,,Pavithran,Prabhu Deva,Sarath Kumar,Kushboo
-1991,123 min,"Action, Romance",3.1,14,Kukoo Kapoor,Hemant Birje,Sahila Chaddha,Goga Kapoor
-1997,,Action,,,Kodanda Rami Reddy A.,Bhanupriya,Chiranjeevi,Manik Irani
-1976,,Drama,4.5,10,Surendra Shailaj,Jaymala Adarsh,Shreeram Lagoo,Romesh Sharma
-1984,157 min,"Action, Drama",5.8,65,Narayana Rao Dasari,Rajesh Khanna,Shabana Azmi,Deven Verma
-1934,,,,,R.S. Choudhury,Jal Merchant,Shantakumari,
-1988,128 min,"Action, Drama",5,26,Babbar Subhash,Vinod K. Verma,Hemant Birje,Archana Puran Singh
-1990,132 min,Action,3.3,15,Shibu Mitra,Jeetendra,Raj Babbar,Chunky Panday
-1985,,Adventure,5.3,37,S.V. Rajendra Singh Babu,Jayanthi,Manjula,Amrish Puri
-1984,137 min,"Action, Drama, Crime",5.6,79,Ravi Chopra,Raj Babbar,Smita Patil,Rashmi Chauhan
-1955,,,,,Leela Chitnis,Ajit,Ajit Chitnis,Leela Chitnis
-1991,,Drama,,,Ajay Kumar,Vijay Kumar,Jaishree Patel,
-1979,,Drama,,,Mukul Dutt,Danny Denzongpa,Padma Khanna,Pradeep Kumar
-1940,,Drama,,,G.P. Pawar,Jeevan,Trilok Kapoor,Nazir
-1988,,Action,,,Kodanda Rami Reddy A.,,,
-1976,,Drama,,,,,,
-1948,,,,,D.D. Kashyap,Motilal,Suraiya,Lala Yaqoob
-1992,,Thriller,,,Madhuri,Pratap,Raghu,Ravi
-1992,,,,,Anil Nagrath,Jaya Mathur,Anil Nagrath,Sunil Puri
-1973,,Comedy,7.3,88,Rajendra Bhatia,Radha Saluja,Kiran Kumar,I.S. Johar
-1993,,"Action, Drama",3.8,14,Avtar Bhogal,Jeetendra,Dimple Kapadia,Sujata Mehta
-1968,,Drama,,,,,,
-1994,,Romance,,,Rakesh Kakaria,,,
-2000,,Drama,,,Pradeep Chandra,Beena Banerjee,Amita Nangia,Moon Moon Sen
-2002,,Romance,,,,,,
-1993,162 min,Romance,4.4,30,Ketan Anand,Krishan Kumar,Tanya Singh,Shammi Kapoor
-2007,137 min,"Drama, Family, Music",6.2,"2,998",Anil Mehta,Madhuri Dixit,Darshan Jariwala,Raghuvir Yadav
-1994,,"Drama, Romance",,,Tammu Hasan,Neelima Azim,Bob Christo,Puneet Issar
-1968,121 min,"Drama, Romance",6.7,14,Yusuf Naqvi,Feroz Khan,Tanuja,Deven Verma
-1994,,"Drama, Romance",3.3,7,Mohnish Bahl,Chandni,Kulbhushan Kharbanda,Ranbir Pushp
-1993,120 min,Drama,,,Dinkar Chowdhary,Om Puri,Pankaj Kapur,Sadashiv Amrapurkar
,,Drama,,,Ravi Buley,Tanima Bhattacharya,Narottam Bain,Rajnikant Singh
-1984,,Comedy,,,K.K. Talwar,Jalal Agha,Kalpana Iyer,Jagdeep
-2000,,"Action, Mystery, Thriller",4.4,5,Bapu,Raj Babbar,Raza Murad,Sripradha
-1985,,Drama,6.6,158,J. Om Prakash,Rajesh Khanna,Smita Patil,Rakesh Roshan
-1986,164 min,"Action, Crime, Drama",7.1,"1,283",Bhagyaraj,Amitabh Bachchan,Sridevi,Jaya Prada
-1988,148 min,"Action, Thriller",5.2,78,Rajiv Mehra,Vinod Khanna,Dimple Kapadia,Jackie Shroff
-1989,149 min,"Action, Drama, Family",4.1,53,Ashim S. Samanta,Shatrughan Sinha,Moushumi Chatterjee,Govinda
-1989,120 min,"Action, Crime, Drama",5,21,Mangal Chakravarty,Tom Alter,Yogeeta Bali,Abhi Bhattacharya
-2004,,Action,,,Meena Amani,Harikrishna,Rajeev Kanakala,Mumait Khan
-1991,,Horror,4.8,47,Kiran Ramsay,Vijayendra Ghatge,Javed Khan,Sripradha
-1993,,,,,Deva Dutta,Bharat Bhushan,Sudha Chandran,Amita Nangia
-1975,,"Action, Crime, Drama",5.5,29,A. Salaam,Jeetendra,Saira Banu,Padma Khanna
-1978,,Action,5.6,21,Prakash Mehra,Randhir Kapoor,Vinod Khanna,Rekha
-1958,,Comedy,6.4,16,Mahesh Kaul,Nutan,Shekhar,Jeevan
-2004,,Drama,,,Kishore Dang,Aasif Sheikh,Preeti Bhutani,Raza Murad
-1936,,,,,Kamlabai Gokhale,,,
-1975,,,,,G.V. Iyer,G.V. Narayana Rao,Rekha,Krishna Swamy
-1989,171 min,"Action, Crime, Drama",4.9,34,Shibu Mitra,Mithun Chakraborty,Sonam,Anupam Kher
-1977,,Action,4.8,18,Shibu Mitra,Sunil Dutt,Leena Chandavarkar,Farida Jalal
-1980,,"Action, Mystery",4.9,10,Kalidas,Mithun Chakraborty,Vijayendra Ghatge,Ashok Kumar
-2002,,Action,2.5,16,Rajesh Bakshi,Sudesh Berry,Anu Kashyap,Amit Pachori
-1979,126 min,"Action, Thriller",6.3,7,Dinesh-Ramanesh,Ramesh Puri,Vinod Mehra,Yogeeta Bali
-1966,153 min,Drama,6.9,122,Chetan Anand,Rajesh Khanna,Indrani Mukherjee,Master Bunty
-2003,,Thriller,,,Amrit Batra,Arun Bakshi,Ramesh Bhatkar,Dinesh Hingoo
-1994,,Romance,,,Abhilasha,Girish,Ravi Menon,Raghu
-1981,121 min,"Drama, Musical",,,Hiren Nag,Asha Parekh,Vikram Makandar,Zarina Wahab
-1978,,Action,,,,,,
-1974,,,,,S.A. Ashokan,Ram Chandran,Jyothi Lakshmi,
-1988,,Drama,,,K.C. Agarwal,Ratan Aulakh,Anil Chadha,Sudhir Dalvi
-1949,,,,,Muzammil Khurshid,Muzammil Khurshid,Leela Mishra,Niranjan Sharma
-1999,,Thriller,,,Papu Bahruz,Sudhir Dalvi,Raj Devgan,Mushtaq Khan
-1977,110 min,Drama,,,Helen,Jagdeep,Murad,Maya Sinha
-1990,160 min,"Action, Romance",7.3,39,N.K. Vishwanathan,Nassar,Nirosha,Aurn Pandian
-1997,138 min,Action,2.8,17,Narendra Bedi,Vijayendra Ghatge,Kaajal Kiran,Mukesh Khanna
-2016,,Thriller,,,Sandeep Kumar,Tanvi Arora,Sonia Bajwa,Aaryan Chopra
-1975,139 min,"Drama, History, Romance",6.3,44,J. Om Prakash,Ashok Kumar,Sanjeev Kumar,Rakesh Roshan
-2001,,Drama,,,,,,
-1988,,Drama,,,Vinod Kumar,Sadashiv Amrapurkar,C.S. Dubey,Kislaya
-1980,144 min,"Crime, Drama, Music",7.9,887,Govind Nihalani,Naseeruddin Shah,Smita Patil,Amrish Puri
-2010,115 min,"Action, Crime, Thriller",7,"3,464",Priyadarshan,Ajay Devgn,Akshaye Khanna,Bipasha Basu
-1998,,"Action, Crime, Drama",4.6,93,Lateef Binny,Sunil Shetty,Shilpa Shetty Kundra,Girish Karnad
-2012,116 min,Sci-Fi,5.4,26,Manish Manikpuri,Omkar Das Manikpuri,Pitobash,Amit Purohit
-2001,177 min,"Action, Thriller",7.2,"2,192",Suresh Krishna,Kamal Haasan,Raveena Tandon,Manisha Koirala
-1962,,"Drama, History",,,Jaswant Jhaveri,Master Bhagwan,Paidi Jairaj,Jeevan
-2007,152 min,Action,3,922,Chella,Ajith Kumar,Asin Thottumkal,Vivek
-2018,107 min,"Drama, Family",7.7,72,Mrinal Sen,Saswata Chatterjee,Nandita Das,Koushik Sen
-2001,150 min,"Comedy, Drama, Family",4.8,"1,238",K. Raghavendra Rao,A.S. Ravindra Babu,Govinda,Juhi Chawla
-2008,99 min,"Action, Crime, Drama",7.7,"10,862",Raj Kumar Gupta,Rajeev Khandelwal,Aishwarya,Vasan Bala
-2013,62 min,Animation,,,Rajiv Chilaka,Jigna Bhardwaj,Rajesh Kava,Sabina Malik
-1967,163 min,"Crime, Mystery, Romance",6.5,81,Suraj Prakash,Shashi Kapoor,Sharmila Tagore,Prem Chopra
-1982,143 min,"Action, Crime, Drama",6.4,53,Ashim S. Samanta,Mithun Chakraborty,Bindiya Goswami,Arti Gupta
-2009,,Drama,5.8,60,Rupali Guha,Vega Tamotia,Ntasha Bhardwaj,Maanvi Gagroo
-2018,,Drama,,,Arup Manna,,,
-1984,130 min,Drama,6.4,37,Ravi Tandon,Rishi Kapoor,Moushumi Chatterjee,Shammi Kapoor
-1972,,Drama,6.1,28,Prakash Mehra,Rajendra Kumar,Rakhee Gulzar,Kumkum
-1956,,Romance,2.8,5,D.D. Kashyap,Ajit,Nalini Jaywant,Mahipal
-1970,177 min,"Drama, Musical, Romance",6.4,211,Mukul Dutt,Rajesh Khanna,Asha Parekh,Vinod Khanna
-2004,149 min,"Action, Crime, Drama",5.7,"2,907",Madhur Bhandarkar,Akshay Kumar,Shatrughan Sinha,Sunil Shetty
-2003,160 min,Drama,5.6,102,Rajesh Ram Singh,Arun Bakshi,Suchindra Bali,Poonam Jhawer
-1980,138 min,"Action, Drama, Family",6.4,58,Anil Ganguly,Rajesh Khanna,Rakhee Gulzar,Rekha
-1960,,"Drama, Family",4.9,8,Vasant Joglekar,Ashok Kumar,Nirupa Roy,Nanda
-1968,,Drama,5.7,6,Karunesh Thakur,Sajjan,Kamini Kaushal,Dev Dutt
-1993,,Action,,,Swaroop Kumar,Shanti Priya,Ronit Roy,Tapasya
-1975,133 min,"Drama, Romance",8.1,"1,406",Gulzar,Suchitra Sen,Sanjeev Kumar,Om Shivpuri
-1948,,Drama,,,T.R. Sundaram,,,
-1964,,"Action, Adventure, Romance",6,8,Mohammed Hussain,Dara Singh,Mumtaz,Kamran
-1985,144 min,Drama,6.1,49,Babbar Subhash,Shashi Kapoor,Hema Malini,Danny Denzongpa
-1952,136 min,Drama,7.4,30,Chetan Anand,Dev Anand,Nimmi,Kalpana Kartik
-1990,145 min,Drama,4.8,38,David Dhawan,Mumtaz,Prasenjit Chatterjee,Madhushree
-1959,,"Music, Romance",6.6,31,O.P. Dutta,Agha,Ameeta,Rehman
-1973,,"Drama, Family",,,Nasir Hussain,Farida Jalal,Ashim Kumar,Leela Mishra
-1979,,"Drama, Family",5.6,5,Harsh Kohli,Rakesh Roshan,Lakshmi,Prema Narayan
-2019,94 min,Drama,6.6,15,Fahim Irshad,Farrukh Seyer,Priyanka Verma,Neha Singh
-1933,,,,,J.J. Madan,Khurshid Begum,Mukhtar Begum,Jehanara Kajjan
-1943,,,,,Balwant Bhatt,Prithviraj Kapoor,Trilok Kapoor,Kaushalya
-1972,,Family,6,6,Ramanna,Rakesh Roshan,Bharti,Om Prakash
-2021,,"Comedy, Family",,,Umesh Shukla,Paresh Rawal,Sharman Joshi,Abhimanyu Dasani
-1942,,,,,R.S. Choudhury,Nalini Jaywant,,
-2004,,Action,7.4,15,Nassar,Sada,Srikanth,
-1993,170 min,"Action, Comedy, Crime",6.7,"1,898",David Dhawan,Govinda,Chunky Panday,Raj Babbar
-1950,,"Drama, Family",7.2,6,Devendra Goel,Shekhar,Bharat Bhushan,Nalini Jaywant
-2002,165 min,"Crime, Drama, Thriller",7.4,"12,574",Vipul Amrutlal Shah,Amitabh Bachchan,Akshay Kumar,Sushmita Sen
-2021,,Thriller,,,Abhinay Deo,Amitabh Bachchan,Sidharth Malhotra,
-1978,,Drama,,,Rajinder Singh Bedi,Suresh Bhagwat,Bhanumati,Bipin Gupta
-1972,154 min,"Drama, Romance",6.4,28,Raghunath Jhalani,Rakhee Gulzar,Rakesh Roshan,Achala Sachdev
-2005,,Romance,,,Nilu Gavankar,Usha Bachani,Janina Gavankar,Cleo Isaacs
-1953,,Drama,,,Shanti Kumar,Kamini Kaushal,Kumkum,Madan Mohan
-1970,150 min,"Comedy, Drama, Family",6.5,24,P. Madhavan,Hema Malini,Parikshit Sahni,Jagdeep
-1936,,,,,Anand Prasad Kapoor,Anwari,Sarla,Surendra
-1993,,Drama,,,Hiren Goswani,Dixita,Anant Galvi,Raj Goswami
-1983,,Romance,,,,,,
-2003,,Romance,,,,,,
-1984,,Drama,,,Murlidhar Kapdi,Agha,Birbal,Chandrashekhar
-2021,,Drama,,,Faheem Chaudhry,Sonal Jha,Omkar Das Manikpuri,Rajesh Jais
-1964,,Documentary,,,Pramod Pati,,,
-1964,,"Drama, Romance",6.2,15,R.K. Nayyar,Joy Mukherjee,Saira Banu,Sanjeev Kumar
-1983,,Drama,,,Prakash Verma,Anita Advani,Radhika Bartake,Benjamin Gilani
-1994,141 min,Romance,4.2,160,Ravindra Peepat,Saif Ali Khan,Shilpa Shetty Kundra,Somy Ali
-2009,140 min,"Comedy, Family, Fantasy",5.1,584,Glen Barreto,Aftab Shivdasani,Aamna Sharif,Rati Agnihotri
-1971,119 min,"Comedy, Drama, Romance",6.6,80,Mohan Kumar,Rajendra Kumar,Sadhana,Prem Chopra
-1976,145 min,"Drama, Family",5.7,32,Mohan Kumar,Shashi Kapoor,Hema Malini,Ashok Kumar
-1948,,Drama,,,Kumar,Agha,Ajit,Khurshid Begum
-2003,,Musical,,,Ruslaan Mumtaz,,,
-1988,,Romance,,,Baby Bulbul,Devesh,Jiteshwari,Ritu Khanna
-1980,,Romance,5.8,204,Surendra Mohan,Jeetendra,Rishi Kapoor,Tina Ambani
-1986,,Drama,5.7,49,J. Om Prakash,Smita Patil,Anil Kapoor,Rati Agnihotri
-1974,153 min,"Romance, Drama",7,420,J. Om Prakash,Rajesh Khanna,Mumtaz,Sanjeev Kumar
-1977,115 min,"Action, Comedy, Drama",6.3,27,Sudhendu Roy,Vinod Khanna,Rekha,Nadira
-2006,122 min,"Comedy, Romance",3.6,863,Dharmesh Darshan,Akshaye Khanna,Priyanka Chopra Jonas,Ameesha Patel
-1939,,,,,Sarvottam Badami,Khurshid Begum,Sabita Devi,Sunalini Devi
-1964,128 min,"Drama, Family, Romance",6.3,39,Mohan Kumar,Dharmendra,Supriya Choudhury,Vijayalaxmi
-1946,,,,,Vasant Joglekar,Nimbalkar,,
-2002,180 min,"Action, Drama, Romance",3.1,"2,366",Vikram Bhatt,Hrithik Roshan,Ameesha Patel,Kiran Kumar
-1994,,Romance,,,Ayush,,,
-1978,,Romance,,,P. Sharma,Rita Anchan,Satish Kaul,Sona
-1980,145 min,"Romance, Drama, Family",5.6,38,Ambrish Sangal,Raj Babbar,Ranjeeta Kaur,Deepak Parashar
-2009,,Drama,6,10,Mandakini Mathur,Sohail Mokashi,Satyajit Kadam,
-1981,148 min,"Action, Romance",5.2,17,Harmesh Malhotra,Poonam Dhillon,Raj Babbar,Shakti Kapoor
-2003,145 min,"Action, Comedy, Drama",4.5,273,Anubhav Sinha,Priyanshu Chatterjee,Sakshi Shivanand,Farida Jalal
-1992,,Drama,6.4,12,Sanjay Soorkar,Prashant Damle,Mohan Joshi,Sudhir Joshi
-1985,125 min,Action,6.1,44,Shakti Samanta,Mithun Chakraborty,Rozina,Utpal Dutt
-2004,,Action,,,Genelia D'Souza,Nitin Kumar,Pradeep Singh Rawat,
-1997,180 min,Thriller,6.1,230,Ketan Mehta,Jackie Shroff,Deepa Sahi,Ritu Shivpuri
-2011,164 min,"Drama, Thriller",6.2,"5,170",Prakash Jha,Amitabh Bachchan,Saif Ali Khan,Manoj Bajpayee
-1951,,Romance,6.8,40,D.D. Kashyap,Dev Anand,Madhubala,Talat Mahmood
-1976,,Drama,,,Gyan Kumar,Saira Banu,Kishore Namit Kapoor,Ravi Kumar
-1957,210 min,Horror,5.9,7,Varalakshmi G.,,,
-1979,,Drama,,,S.P. Muthuraman,,,
-1982,,Romance,,,Kishore Kapoor,Vipin Kapoor,Rakesh Pandey,Rama Vij
-1974,129 min,Drama,6.7,13,Atma Ram,Vinod Khanna,Saira Banu,Vinod Mehra
-1954,146 min,"Musical, Romance, Thriller",6.6,250,Guru Dutt,Shyama,Guru Dutt,Jagdish Sethi
-1962,156 min,"Family, Musical, Romance",6.6,67,Phani Majumdar,Ashok Kumar,Meena Kumari,Pradeep Kumar
-1945,,,,,Ramchandra Thakur,Kanhaiyalal Chaturvedi,Surendra,Vanamala
-2007,157 min,"Action, Drama, Romance",4.6,191,Balasekaran,Bhavana,Madhavan,Prakash Raj
-1992,,Romance,,,Mani Nair,,,
,125 min,"Action, Drama, Fantasy",,,Mitesh Kumar Patel,,,
-1988,,Action,,,Ramya Krishnan,Mohanlal,Balan K. Nair,Gavin Packard
-1999,175 min,"Drama, Romance",5.4,"1,445",Lawrence D'Souza,Madhuri Dixit,Akshay Kumar,Saif Ali Khan
-1953,,Romance,5.1,13,Devendra Goel,Kamini Kaushal,Shekhar,Om Prakash
-1978,,Romance,,,,,,
-1983,,Drama,,,K.C. Agarwal,Girish Karnad,Nutan,Rameshwari
-1961,,"Family, Drama",6.8,32,Mohan Kumar,Vyjayanthimala,Rajendra Kumar,Raj Mehra
-1981,,Romance,5.8,107,J. Om Prakash,Dharmendra,Hema Malini,Prem Chopra
-1957,171 min,"Comedy, Romance",6.5,23,M.V. Raman,Vyjayanthimala,Kishore Kumar,Pran
-1980,123 min,"Drama, Musical, Romance",5.3,199,J. Om Prakash,Jeetendra,Reena Roy,Rameshwari
-1983,,Drama,,,Hari Atma,Omi Kapoor,Suhaas Khandke,Meena Paliwal
-2010,120 min,Drama,7.1,"1,259",Nagesh Kukunoor,John Abraham,Anaitha Nair,Girish Karnad
-1986,,Drama,2.6,11,Mahesh Bhatt,Amit Khanna,Mark Zubair,Deepti Naval
-1974,,"Crime, Drama, Romance",,,Syed Hussain,Harindranath Chattopadhyay,Ramesh Deo,Gajanan Jagirdar
-1993,,Drama,5.2,299,Umesh Mehra,Saif Ali Khan,Mamta Kulkarni,Mohnish Bahl
-1962,150 min,Romance,6.7,64,Hrishikesh Mukherjee,Raj Kapoor,Padmini,Nanda
-2001,160 min,"Action, Drama, Romance",3.8,403,Indra Kumar,Bobby Deol,Karisma Kapoor,Rahul Dev
-2005,115 min,"Drama, Romance, Thriller",4.3,"1,569",Aditya Datt,Emraan Hashmi,Tanushree Dutta,Sonu Sood
-1977,136 min,Romance,5.5,85,J. Om Prakash,Rajesh Khanna,Zeenat Aman,Danny Denzongpa
-1995,,Comedy,6.2,13,Ajay Kashyap,Maya Alagh,Vikas Anand,Mohnish Bahl
-1990,152 min,"Musical, Drama, Romance",6.3,"1,661",Mahesh Bhatt,Rahul Roy,Anu Agrawal,Avtar Gill
-2013,132 min,"Drama, Music, Musical",7,"27,357",Mohit Suri,Aditya Roy Kapoor,Shraddha Kapoor,Shaad Randhawa
-2011,109 min,"Drama, Romance",3.7,61,Shankhadeep,Shubhi Ahuja,Amit Dhamija,Preeti Gandwani
-1968,146 min,Drama,7.3,203,Hrishikesh Mukherjee,Ashok Kumar,Sanjeev Kumar,Sumita Sanyal
-2014,132 min,Drama,6.1,10,Sriparna Dey,Anamitra Roy,Anamitra Roy,Yovik
-2018,105 min,"Action, Crime, Drama",5.2,8,Sudipto Sen,Subrat Dutta,Ameet Gaurr,Sunny Hinduja
-2009,240 min,Drama,3.8,46,Rohit Krishnakant Nayyar,Hrishitaa Bhatt,Seema Biswas,Nauheed Cyrusi
-1952,,"Drama, Family",,,Dalsukh M. Pancholi,Nasir Khan,Shyama,Veena
-1984,145 min,"Drama, Mystery",4.8,12,Tony Juneja,Rajiv Kapoor,Divya Rana,Tina Ambani
-1965,172 min,Drama,5.5,6,Khwaja Ahmad Abbas,Prithviraj Kapoor,Dilip Roy,Surekha
-1992,88 min,"Adventure, Comedy, Romance",6.8,56,Pankaj Parashar,Abhishek Chitlangia,Raghuvir Yadav,Anupam Kher
-1993,150 min,Action,4.5,88,Mehul Kumar,Jeetendra,Madhuri Dixit,Kiran Kumar
-1966,161 min,"Drama, Family",7.2,32,Satyen Bose,Mala Sinha,Biswajit Chatterjee,Balraj Sahni
-2016,,Biography,,,Raj Sagar,Raj Sagar,Atul Kulkarni,Ashok Samarth
-2019,95 min,"Drama, Family, Romance",,,Dinesh Chaudhary,Uttar Kumar,Dev Sharma,Devika Thakur
-1997,132 min,Drama,6.4,172,Basu Bhattacharya,Rekha,Om Puri,Dinesh Thakur
-1996,113 min,"Action, Thriller",3.9,99,Prem Lalwani,Desh Mukherjee,Nafisa Ali,Dharmendra
-1995,155 min,"Action, Crime, Drama",5.2,776,Dilip Shankar,Rajinikanth,Aamir Khan,Juhi Chawla
-1999,118 min,Action,,,R. Mittal,Mohan Joshi,Bharat Kapoor,Arshad Khan
-2006,167 min,"Action, Drama, Thriller",4.4,"2,166",Ramana,Joseph Vijay,Trisha Krishnan,Vivek
,130 min,Comedy,,,Jasbir Bijender Bhati,Vikas Kailash,,
-1979,139 min,Action,4.5,16,Ambrish Sangal,Jeetendra,Neetu Singh,Dheeraj Kumar
-1994,155 min,"Action, Crime, Drama",5.8,735,Sanjay Gupta,Sanjay Dutt,Aditya Pancholi,Raveena Tandon
-2006,107 min,"Crime, Drama, Horror",4.2,79,Deepak Ramsay,Kapil Jhaveri,Shabana Raza,Vikram Singh
-2013,100 min,"Drama, Horror, Thriller",3.8,623,Suparn Varma,Jaideep Ahlawat,Bipasha Basu,Padam Bhola
-1978,,Thriller,,,,,,
-2004,109 min,Horror,,,Keerthi Chawla,Anant Nag,Bullet Prakash,
-2021,116 min,Musical,,,Durba Sahay,Sushma Seth,Shovana Narayan,Sunit Razdan
-1998,153 min,"Comedy, Romance",6.4,170,E.V.V. Satyanarayana,Nagarjuna Akkineni,Tabu,Heera Rajgopal
-1974,107 min,"Drama, Romance",7,213,Basu Bhattacharya,Rajesh Khanna,Sharmila Tagore,Dina Pathak
-1956,146 min,Romance,5.1,7,Zia Sarhadi,Nalini Jaywant,Nasir Hussain,Usha Kiran
-1990,,"Drama, Romance",3.7,7,Sibte Hassan Rizvi,Bindu,Annu Kapoor,Satyendra Kapoor
-2018,,"Family, Music, Musical",,,Dharmesh Tiwari,Rucha Gujrati,Amit Agarwal,
-1994,,Thriller,,,Silk Smitha,,,
-1964,128 min,"Action, Adventure, Fantasy",6.1,14,Mohammed Hussain,Kedar Kapoor,Dara Singh,Helen
-1999,111 min,Action,5.4,31,Deepak Balraj Vij,Mithun Chakraborty,Aditya Pancholi,Gulshan Grover
-1999,,Drama,,,Papu Bahruz,Rajendra Gupta,Johnny Lever,Kirti Rawal
-2021,,Drama,,,Mihir Kumar Sharma,Deepak Singh,Deeksha Panth,Chirag Dave
-1966,170 min,"Musical, Romance",6.6,109,Raghunath Jhalani,Asha Parekh,Dharmendra,Balraj Sahni
-1980,,Drama,,,Krishna Naidu,Rajni Bala,Birbal,Meera
-2011,125 min,"Action, Musical, Thriller",4.4,346,Prashant Chadha,Sachiin Joshi,Candice Boucher,Arya Babbar
-1995,147 min,"Action, Drama, Romance",5,35,Sachin Pilgaonkar,Sachin,Rohit Kumar Sharma,Dharmendra
-1984,128 min,Comedy,6.6,85,Pankaj Parashar,Ravi Baswani,Raja Bundela,Pawan Malhotra
-1990,,Action,,,Hemagini,Manik Irani,Salma Nazeem,Shafiqua
-2010,,Drama,,,Anil Mehta,Rima N. Kapoor,Nirmal Pandey,Pushpraj Singh
-1957,133 min,Drama,7.6,80,Amar Kumar,Master Romi,Sulochana Latkar,Lala Yaqoob
-2012,78 min,Comedy,4,6,Deepak Tanwar,Saurabh Malik,Rekha Rana,Omkar Das Manikpuri
-1995,125 min,"Action, Drama",4.8,32,Harish Shah,Rekha,Mithun Chakraborty,Deepika Amin
-2002,,"Action, Romance, Thriller",3.3,198,Raj Kanwar,Arya Babbar,Amrita Rao,Ashutosh Rana
-1977,,"Mystery, Thriller",4.8,24,Saawan Kumar Tak,Shatrughan Sinha,Neetu Singh,Asrani
-2002,,Thriller,,,,,,
-1989,,Action,5.1,8,Bhagwan Thakur,Hemant Birje,Sudhir Dalvi,Kimi Katkar
-1983,,Action,,,,,,
-2004,129 min,"Action, Crime, Drama",7.8,"8,379",Shimit Amin,Nana Patekar,Revathi,Yashpal Sharma
-2015,106 min,"Action, Crime, Thriller",5.8,"1,344",Ejaz Gulab,Nana Patekar,Mohan Agashe,Gul Panag
-1994,127 min,"Drama, Romance",4,6,Rakesh Nahata,Keshto Iqbal,Arvind Joshi,Shalini Kapoor
-1995,,Action,,,Yash Chouhan,Ishrat Ali,Sadashiv Amrapurkar,Mitwa
-2004,193 min,"Action, Drama, War",4.6,"1,494",Anil Sharma,Sanjay Sharma,Amitabh Bachchan,Akshay Kumar
-2005,,Horror,,,Mohan Bhakri,Rana Jung Bahadur,Sunil Dhawan,Tina Ghai
-2021,,Romance,,,Masum Ali Khan,Karamveer Choudhary,Subeer Kasali,
